person_id,timestamp,event_type,zone,age_group,gender,duration,person_type
1644,2025-04-27 11:47:00,stay,four_seat,40s,M,115,dine-in
1644,2025-04-27 12:45:00,exit,four_seat,40s,M,115,dine-in
1645,2025-04-27 12:43:00,enter,two_seat,40s,M,NULL,dine-in
1645,2025-04-27 13:15:00,stay,two_seat,40s,M,65,dine-in
1645,2025-04-27 13:48:00,exit,two_seat,40s,M,65,dine-in
1646,2025-04-27 17:02:00,enter,two_seat,20s,M,NULL,dine-in
1646,2025-04-27 17:02:00,wait,two_seat,20s,M,NULL,dine-in
1647,2025-04-27 10:28:00,enter,NULL,50s,M,7,takeout
1647,2025-04-27 10:35:00,exit,NULL,50s,M,7,takeout
1648,2025-04-27 13:56:00,enter,four_seat,20s,M,NULL,dine-in
1648,2025-04-27 14:03:00,stay,four_seat,20s,M,15,dine-in
1648,2025-04-27 14:11:00,exit,four_seat,20s,M,15,dine-in
1649,2025-04-27 11:20:00,enter,two_seat,50s,M,NULL,dine-in
1649,2025-04-27 12:04:00,stay,two_seat,50s,M,89,dine-in
1649,2025-04-27 12:49:00,exit,two_seat,50s,M,89,dine-in
1650,2025-04-27 13:07:00,enter,four_seat,30s,M,NULL,dine-in
1650,2025-04-27 13:26:00,stay,four_seat,30s,M,39,dine-in
1650,2025-04-27 13:46:00,exit,four_seat,30s,M,39,dine-in
1651,2025-04-27 17:37:00,enter,NULL,30s,M,8,takeout
1651,2025-04-27 17:45:00,exit,NULL,30s,M,8,takeout
1652,2025-04-27 14:04:00,enter,two_seat,30s,M,NULL,dine-in
1652,2025-04-27 14:04:00,wait,two_seat,30s,M,NULL,dine-in
1653,2025-04-27 16:35:00,enter,two_seat,teen,F,NULL,dine-in
1653,2025-04-27 16:35:00,wait,two_seat,teen,F,NULL,dine-in
1654,2025-04-27 19:52:00,enter,four_seat,30s,F,NULL,dine-in
1654,2025-04-27 20:15:00,stay,four_seat,30s,F,47,dine-in
1654,2025-04-27 20:39:00,exit,four_seat,30s,F,47,dine-in
1655,2025-04-27 12:37:00,enter,NULL,20s,M,8,takeout
1655,2025-04-27 12:45:00,exit,NULL,20s,M,8,takeout
1656,2025-04-27 12:22:00,enter,two_seat,50s,M,NULL,dine-in
1656,2025-04-27 12:22:00,wait,two_seat,50s,M,NULL,dine-in
1657,2025-04-27 16:26:00,enter,NULL,30s,F,7,takeout
1657,2025-04-27 16:33:00,exit,NULL,30s,F,7,takeout
1658,2025-04-27 16:33:00,enter,NULL,30s,M,7,takeout
1658,2025-04-27 16:40:00,exit,NULL,30s,M,7,takeout
1659,2025-04-27 17:32:00,enter,NULL,50s,F,7,takeout
1659,2025-04-27 17:39:00,exit,NULL,50s,F,7,takeout
1660,2025-04-27 13:34:00,enter,four_seat,60+,M,NULL,dine-in
1660,2025-04-27 13:58:00,stay,four_seat,60+,M,48,dine-in
1660,2025-04-27 14:22:00,exit,four_seat,60+,M,48,dine-in
1661,2025-04-27 15:32:00,enter,two_seat,50s,M,NULL,dine-in
1661,2025-04-27 15:51:00,stay,two_seat,50s,M,39,dine-in
1661,2025-04-27 16:11:00,exit,two_seat,50s,M,39,dine-in
1662,2025-04-27 19:30:00,enter,four_seat,40s,F,NULL,dine-in
1662,2025-04-27 20:29:00,stay,four_seat,40s,F,118,dine-in
1662,2025-04-27 21:28:00,exit,four_seat,40s,F,118,dine-in
1663,2025-04-27 12:53:00,enter,four_seat,30s,F,NULL,dine-in
1663,2025-04-27 13:14:00,stay,four_seat,30s,F,42,dine-in
1663,2025-04-27 13:35:00,exit,four_seat,30s,F,42,dine-in
1664,2025-04-27 12:39:00,enter,four_seat,teen,F,NULL,dine-in
1664,2025-04-27 12:51:00,stay,four_seat,teen,F,24,dine-in
1664,2025-04-27 13:03:00,exit,four_seat,teen,F,24,dine-in
1665,2025-04-27 09:19:00,enter,two_seat,40s,F,NULL,dine-in
1665,2025-04-27 09:19:00,wait,two_seat,40s,F,NULL,dine-in
1666,2025-04-27 16:20:00,enter,four_seat,30s,F,NULL,dine-in
1666,2025-04-27 17:06:00,stay,four_seat,30s,F,93,dine-in
1666,2025-04-27 17:53:00,exit,four_seat,30s,F,93,dine-in
1667,2025-04-27 20:27:00,enter,two_seat,20s,M,NULL,dine-in
1667,2025-04-27 20:27:00,wait,two_seat,20s,M,NULL,dine-in
1668,2025-04-27 13:45:00,enter,four_seat,20s,M,NULL,dine-in
1668,2025-04-27 14:30:00,stay,four_seat,20s,M,90,dine-in
1668,2025-04-27 15:15:00,exit,four_seat,20s,M,90,dine-in
1669,2025-04-27 17:57:00,enter,four_seat,50s,M,NULL,dine-in
1669,2025-04-27 18:22:00,stay,four_seat,50s,M,51,dine-in
1669,2025-04-27 18:48:00,exit,four_seat,50s,M,51,dine-in
1670,2025-04-27 12:49:00,enter,NULL,teen,M,3,takeout
1670,2025-04-27 12:52:00,exit,NULL,teen,M,3,takeout
1671,2025-04-27 14:15:00,enter,four_seat,20s,F,NULL,dine-in
1671,2025-04-27 15:04:00,stay,four_seat,20s,F,99,dine-in
1671,2025-04-27 15:54:00,exit,four_seat,20s,F,99,dine-in
1672,2025-04-27 11:54:00,enter,four_seat,50s,F,NULL,dine-in
1672,2025-04-27 12:02:00,stay,four_seat,50s,F,16,dine-in
1672,2025-04-27 12:10:00,exit,four_seat,50s,F,16,dine-in
1673,2025-04-27 15:58:00,enter,NULL,teen,F,4,takeout
1673,2025-04-27 16:02:00,exit,NULL,teen,F,4,takeout
1674,2025-04-27 10:40:00,enter,four_seat,40s,M,NULL,dine-in
1674,2025-04-27 11:13:00,stay,four_seat,40s,M,66,dine-in
1674,2025-04-27 11:46:00,exit,four_seat,40s,M,66,dine-in
1675,2025-04-27 12:45:00,enter,two_seat,30s,M,NULL,dine-in
1675,2025-04-27 13:43:00,stay,two_seat,30s,M,117,dine-in
1675,2025-04-27 14:42:00,exit,two_seat,30s,M,117,dine-in
1676,2025-04-27 13:04:00,enter,four_seat,30s,M,NULL,dine-in
1676,2025-04-27 13:51:00,stay,four_seat,30s,M,94,dine-in
1676,2025-04-27 14:38:00,exit,four_seat,30s,M,94,dine-in
1677,2025-04-27 13:26:00,enter,NULL,40s,F,3,takeout
1677,2025-04-27 13:29:00,exit,NULL,40s,F,3,takeout
1678,2025-04-27 13:13:00,enter,NULL,20s,M,4,takeout
1678,2025-04-27 13:17:00,exit,NULL,20s,M,4,takeout
1679,2025-04-27 09:30:00,enter,NULL,50s,F,5,takeout
1679,2025-04-27 09:35:00,exit,NULL,50s,F,5,takeout
1680,2025-04-27 20:51:00,enter,four_seat,40s,F,NULL,dine-in
1680,2025-04-27 21:34:00,stay,four_seat,40s,F,87,dine-in
1680,2025-04-27 22:18:00,exit,four_seat,40s,F,87,dine-in
1681,2025-04-27 12:43:00,enter,four_seat,20s,F,NULL,dine-in
1681,2025-04-27 12:51:00,stay,four_seat,20s,F,17,dine-in
1681,2025-04-27 13:00:00,exit,four_seat,20s,F,17,dine-in
1682,2025-04-27 19:38:00,enter,four_seat,50s,F,NULL,dine-in
1682,2025-04-27 20:37:00,stay,four_seat,50s,F,119,dine-in
1682,2025-04-27 21:37:00,exit,four_seat,50s,F,119,dine-in
1683,2025-04-27 13:14:00,enter,two_seat,20s,M,NULL,dine-in
1683,2025-04-27 13:14:00,wait,two_seat,20s,M,NULL,dine-in
1684,2025-04-27 18:52:00,enter,NULL,40s,F,4,takeout
1684,2025-04-27 18:56:00,exit,NULL,40s,F,4,takeout
1685,2025-04-27 13:13:00,enter,two_seat,30s,F,NULL,dine-in
1685,2025-04-27 13:34:00,stay,two_seat,30s,F,43,dine-in
1685,2025-04-27 13:56:00,exit,two_seat,30s,F,43,dine-in
1686,2025-04-27 17:02:00,enter,NULL,30s,F,2,takeout
1686,2025-04-27 17:04:00,exit,NULL,30s,F,2,takeout
1687,2025-04-27 09:50:00,enter,two_seat,30s,F,NULL,dine-in
1687,2025-04-27 09:50:00,wait,two_seat,30s,F,NULL,dine-in
1688,2025-04-27 17:10:00,enter,two_seat,30s,M,NULL,dine-in
1688,2025-04-27 17:47:00,stay,two_seat,30s,M,75,dine-in
1688,2025-04-27 18:25:00,exit,two_seat,30s,M,75,dine-in
1689,2025-04-27 15:58:00,enter,two_seat,20s,M,NULL,dine-in
1689,2025-04-27 15:58:00,wait,two_seat,20s,M,NULL,dine-in
1690,2025-04-27 18:56:00,enter,two_seat,20s,F,NULL,dine-in
1690,2025-04-27 18:56:00,wait,two_seat,20s,F,NULL,dine-in
1691,2025-04-27 13:17:00,enter,two_seat,20s,M,NULL,dine-in
1691,2025-04-27 13:17:00,wait,two_seat,20s,M,NULL,dine-in
1692,2025-04-27 12:43:00,enter,four_seat,40s,M,NULL,dine-in
1692,2025-04-27 12:43:00,wait,four_seat,40s,M,NULL,dine-in
1693,2025-04-27 10:03:00,enter,two_seat,50s,M,NULL,dine-in
1693,2025-04-27 10:03:00,wait,two_seat,50s,M,NULL,dine-in
1694,2025-04-27 09:18:00,enter,four_seat,40s,M,NULL,dine-in
1694,2025-04-27 09:28:00,stay,four_seat,40s,M,20,dine-in
1694,2025-04-27 09:38:00,exit,four_seat,40s,M,20,dine-in
1695,2025-04-27 19:16:00,enter,two_seat,20s,F,NULL,dine-in
1695,2025-04-27 19:16:00,wait,two_seat,20s,F,NULL,dine-in
1696,2025-04-27 17:08:00,enter,NULL,50s,F,2,takeout
1696,2025-04-27 17:10:00,exit,NULL,50s,F,2,takeout
1697,2025-04-27 12:00:00,enter,two_seat,40s,M,NULL,dine-in
1697,2025-04-27 12:00:00,wait,two_seat,40s,M,NULL,dine-in
1698,2025-04-27 18:12:00,enter,four_seat,20s,F,NULL,dine-in
1698,2025-04-27 18:12:00,wait,four_seat,20s,F,NULL,dine-in
1699,2025-04-27 12:18:00,enter,two_seat,50s,M,NULL,dine-in
1699,2025-04-27 12:18:00,wait,two_seat,50s,M,NULL,dine-in
1700,2025-04-27 17:44:00,enter,two_seat,30s,F,NULL,dine-in
1700,2025-04-27 17:44:00,wait,two_seat,30s,F,NULL,dine-in
1701,2025-04-27 15:51:00,enter,NULL,30s,M,5,takeout
1701,2025-04-27 15:56:00,exit,NULL,30s,M,5,takeout
1702,2025-04-27 19:38:00,enter,four_seat,20s,M,NULL,dine-in
1702,2025-04-27 19:38:00,wait,four_seat,20s,M,NULL,dine-in
1703,2025-04-27 17:51:00,enter,two_seat,50s,F,NULL,dine-in
1703,2025-04-27 18:38:00,stay,two_seat,50s,F,94,dine-in
1703,2025-04-27 19:25:00,exit,two_seat,50s,F,94,dine-in
1704,2025-04-27 19:44:00,enter,NULL,20s,F,6,takeout
1704,2025-04-27 19:50:00,exit,NULL,20s,F,6,takeout
1705,2025-04-27 16:27:00,enter,NULL,20s,M,7,takeout
1705,2025-04-27 16:34:00,exit,NULL,20s,M,7,takeout
1706,2025-04-27 17:03:00,enter,four_seat,50s,F,NULL,dine-in
1706,2025-04-27 17:51:00,stay,four_seat,50s,F,96,dine-in
1706,2025-04-27 18:39:00,exit,four_seat,50s,F,96,dine-in
1707,2025-04-27 13:34:00,enter,four_seat,40s,F,NULL,dine-in
1707,2025-04-27 13:34:00,wait,four_seat,40s,F,NULL,dine-in
1708,2025-04-27 15:50:00,enter,two_seat,20s,F,NULL,dine-in
1708,2025-04-27 16:09:00,stay,two_seat,20s,F,38,dine-in
1708,2025-04-27 16:28:00,exit,two_seat,20s,F,38,dine-in
1709,2025-04-27 13:28:00,enter,NULL,60+,M,5,takeout
1709,2025-04-27 13:33:00,exit,NULL,60+,M,5,takeout
1710,2025-04-27 15:56:00,enter,two_seat,teen,F,NULL,dine-in
1710,2025-04-27 16:26:00,stay,two_seat,teen,F,61,dine-in
1710,2025-04-27 16:57:00,exit,two_seat,teen,F,61,dine-in
1711,2025-04-27 16:51:00,enter,two_seat,60+,F,NULL,dine-in
1711,2025-04-27 17:23:00,stay,two_seat,60+,F,65,dine-in
1711,2025-04-27 17:56:00,exit,two_seat,60+,F,65,dine-in
1712,2025-04-27 18:14:00,enter,two_seat,50s,M,NULL,dine-in
1712,2025-04-27 18:14:00,wait,two_seat,50s,M,NULL,dine-in
1713,2025-04-27 15:21:00,enter,NULL,30s,M,4,takeout
1713,2025-04-27 15:25:00,exit,NULL,30s,M,4,takeout
1714,2025-04-27 10:53:00,enter,four_seat,20s,F,NULL,dine-in
1714,2025-04-27 11:44:00,stay,four_seat,20s,F,103,dine-in
1714,2025-04-27 12:36:00,exit,four_seat,20s,F,103,dine-in
1715,2025-04-27 13:00:00,enter,four_seat,teen,M,NULL,dine-in
1715,2025-04-27 13:00:00,wait,four_seat,teen,M,NULL,dine-in
1716,2025-04-27 13:35:00,enter,NULL,20s,F,5,takeout
1716,2025-04-27 13:40:00,exit,NULL,20s,F,5,takeout
1717,2025-04-27 16:13:00,enter,four_seat,teen,F,NULL,dine-in
1717,2025-04-27 16:30:00,stay,four_seat,teen,F,34,dine-in
1717,2025-04-27 16:47:00,exit,four_seat,teen,F,34,dine-in
1718,2025-04-27 10:10:00,enter,four_seat,60+,M,NULL,dine-in
1718,2025-04-27 10:17:00,stay,four_seat,60+,M,15,dine-in
1718,2025-04-27 10:25:00,exit,four_seat,60+,M,15,dine-in
1719,2025-04-27 17:24:00,enter,two_seat,20s,M,NULL,dine-in
1719,2025-04-27 17:24:00,wait,two_seat,20s,M,NULL,dine-in
1720,2025-04-27 13:25:00,enter,two_seat,20s,M,NULL,dine-in
1720,2025-04-27 13:25:00,wait,two_seat,20s,M,NULL,dine-in
1721,2025-04-27 11:07:00,enter,two_seat,50s,F,NULL,dine-in
1721,2025-04-27 11:46:00,stay,two_seat,50s,F,79,dine-in
1721,2025-04-27 12:26:00,exit,two_seat,50s,F,79,dine-in
1722,2025-04-27 11:27:00,enter,four_seat,30s,F,NULL,dine-in
1722,2025-04-27 11:27:00,wait,four_seat,30s,F,NULL,dine-in
1723,2025-04-27 09:57:00,enter,NULL,30s,M,2,takeout
1723,2025-04-27 09:59:00,exit,NULL,30s,M,2,takeout
1724,2025-04-27 12:21:00,enter,NULL,40s,M,2,takeout
1724,2025-04-27 12:23:00,exit,NULL,40s,M,2,takeout
1725,2025-04-27 09:27:00,enter,NULL,50s,F,4,takeout
1725,2025-04-27 09:31:00,exit,NULL,50s,F,4,takeout
1726,2025-04-27 09:17:00,enter,two_seat,60+,F,NULL,dine-in
1726,2025-04-27 09:29:00,stay,two_seat,60+,F,24,dine-in
1726,2025-04-27 09:41:00,exit,two_seat,60+,F,24,dine-in
1727,2025-04-27 11:36:00,enter,NULL,teen,F,6,takeout
1727,2025-04-27 11:42:00,exit,NULL,teen,F,6,takeout
1728,2025-04-27 13:31:00,enter,four_seat,20s,F,NULL,dine-in
1728,2025-04-27 13:31:00,wait,four_seat,20s,F,NULL,dine-in
1729,2025-04-27 18:44:00,enter,two_seat,30s,M,NULL,dine-in
1729,2025-04-27 19:17:00,stay,two_seat,30s,M,66,dine-in
1729,2025-04-27 19:50:00,exit,two_seat,30s,M,66,dine-in
1730,2025-04-27 17:34:00,enter,four_seat,20s,F,NULL,dine-in
1730,2025-04-27 17:34:00,wait,four_seat,20s,F,NULL,dine-in
1731,2025-04-27 15:02:00,enter,NULL,20s,M,4,takeout
1731,2025-04-27 15:06:00,exit,NULL,20s,M,4,takeout
1732,2025-04-27 11:40:00,enter,four_seat,30s,F,NULL,dine-in
1732,2025-04-27 11:40:00,wait,four_seat,30s,F,NULL,dine-in
1733,2025-04-27 17:51:00,enter,NULL,30s,F,3,takeout
1733,2025-04-27 17:54:00,exit,NULL,30s,F,3,takeout
1734,2025-04-27 18:14:00,enter,two_seat,20s,F,NULL,dine-in
1734,2025-04-27 18:59:00,stay,two_seat,20s,F,91,dine-in
1734,2025-04-27 19:45:00,exit,two_seat,20s,F,91,dine-in
1735,2025-04-27 19:50:00,enter,two_seat,20s,F,NULL,dine-in
1735,2025-04-27 19:50:00,wait,two_seat,20s,F,NULL,dine-in
1736,2025-04-27 20:57:00,enter,four_seat,30s,F,NULL,dine-in
1736,2025-04-27 21:22:00,stay,four_seat,30s,F,51,dine-in
1736,2025-04-27 21:48:00,exit,four_seat,30s,F,51,dine-in
1737,2025-04-27 10:19:00,enter,four_seat,30s,M,NULL,dine-in
1737,2025-04-27 10:19:00,wait,four_seat,30s,M,NULL,dine-in
1738,2025-04-27 09:34:00,enter,two_seat,50s,F,NULL,dine-in
1738,2025-04-27 09:34:00,wait,two_seat,50s,F,NULL,dine-in
1739,2025-04-27 14:36:00,enter,four_seat,teen,F,NULL,dine-in
1739,2025-04-27 14:56:00,stay,four_seat,teen,F,41,dine-in
1739,2025-04-27 15:17:00,exit,four_seat,teen,F,41,dine-in
1740,2025-04-27 19:01:00,enter,two_seat,40s,M,NULL,dine-in
1740,2025-04-27 19:38:00,stay,two_seat,40s,M,74,dine-in
1740,2025-04-27 20:15:00,exit,two_seat,40s,M,74,dine-in
1741,2025-04-27 12:30:00,enter,NULL,teen,F,4,takeout
1741,2025-04-27 12:34:00,exit,NULL,teen,F,4,takeout
1742,2025-04-27 14:21:00,enter,four_seat,30s,M,NULL,dine-in
1742,2025-04-27 14:21:00,wait,four_seat,30s,M,NULL,dine-in
1743,2025-04-27 14:39:00,enter,two_seat,30s,F,NULL,dine-in
1743,2025-04-27 14:39:00,wait,two_seat,30s,F,NULL,dine-in
1744,2025-04-27 18:25:00,enter,NULL,30s,M,5,takeout
1744,2025-04-27 18:30:00,exit,NULL,30s,M,5,takeout
1745,2025-04-27 15:26:00,enter,two_seat,30s,M,NULL,dine-in
1745,2025-04-27 16:11:00,stay,two_seat,30s,M,90,dine-in
1745,2025-04-27 16:56:00,exit,two_seat,30s,M,90,dine-in
1746,2025-04-27 11:19:00,enter,NULL,20s,F,5,takeout
1746,2025-04-27 11:24:00,exit,NULL,20s,F,5,takeout
1747,2025-04-27 19:33:00,enter,four_seat,20s,M,NULL,dine-in
1747,2025-04-27 19:33:00,wait,four_seat,20s,M,NULL,dine-in
1748,2025-04-27 10:47:00,enter,four_seat,20s,M,NULL,dine-in
1748,2025-04-27 10:47:00,wait,four_seat,20s,M,NULL,dine-in
1749,2025-04-27 16:40:00,enter,four_seat,60+,F,NULL,dine-in
1749,2025-04-27 16:40:00,wait,four_seat,60+,F,NULL,dine-in
1750,2025-04-27 10:21:00,enter,NULL,60+,M,2,takeout
1750,2025-04-27 10:23:00,exit,NULL,60+,M,2,takeout
1751,2025-04-27 16:35:00,enter,NULL,30s,F,3,takeout
1751,2025-04-27 16:38:00,exit,NULL,30s,F,3,takeout
1752,2025-04-27 10:11:00,enter,NULL,30s,M,2,takeout
1752,2025-04-27 10:13:00,exit,NULL,30s,M,2,takeout
1753,2025-04-27 14:36:00,enter,NULL,teen,F,5,takeout
1753,2025-04-27 14:41:00,exit,NULL,teen,F,5,takeout
1754,2025-04-27 09:59:00,enter,four_seat,50s,M,NULL,dine-in
1754,2025-04-27 09:59:00,wait,four_seat,50s,M,NULL,dine-in
1755,2025-04-27 10:41:00,enter,two_seat,50s,M,NULL,dine-in
1755,2025-04-27 10:54:00,stay,two_seat,50s,M,27,dine-in
1755,2025-04-27 11:08:00,exit,two_seat,50s,M,27,dine-in
1756,2025-04-27 18:56:00,enter,four_seat,50s,F,NULL,dine-in
1756,2025-04-27 19:19:00,stay,four_seat,50s,F,46,dine-in
1756,2025-04-27 19:42:00,exit,four_seat,50s,F,46,dine-in
1757,2025-04-27 14:03:00,enter,four_seat,20s,F,NULL,dine-in
1757,2025-04-27 14:03:00,wait,four_seat,20s,F,NULL,dine-in
1758,2025-04-27 13:13:00,enter,four_seat,40s,M,NULL,dine-in
1758,2025-04-27 13:13:00,wait,four_seat,40s,M,NULL,dine-in
1759,2025-04-27 18:37:00,enter,two_seat,50s,M,NULL,dine-in
1759,2025-04-27 18:37:00,wait,two_seat,50s,M,NULL,dine-in
1760,2025-04-27 09:43:00,enter,two_seat,20s,M,NULL,dine-in
1760,2025-04-27 09:43:00,wait,two_seat,20s,M,NULL,dine-in
1761,2025-04-27 12:01:00,enter,NULL,50s,F,2,takeout
1761,2025-04-27 12:03:00,exit,NULL,50s,F,2,takeout
1762,2025-04-27 14:21:00,enter,NULL,teen,F,3,takeout
1762,2025-04-27 14:24:00,exit,NULL,teen,F,3,takeout
1763,2025-04-27 20:29:00,enter,two_seat,teen,M,NULL,dine-in
1763,2025-04-27 20:29:00,wait,two_seat,teen,M,NULL,dine-in
1764,2025-04-27 20:20:00,enter,two_seat,30s,M,NULL,dine-in
1764,2025-04-27 20:20:00,wait,two_seat,30s,M,NULL,dine-in
1765,2025-04-27 16:43:00,enter,four_seat,30s,F,NULL,dine-in
1765,2025-04-27 16:43:00,wait,four_seat,30s,F,NULL,dine-in
1766,2025-04-27 12:53:00,enter,four_seat,40s,M,NULL,dine-in
1766,2025-04-27 12:53:00,wait,four_seat,40s,M,NULL,dine-in
1767,2025-04-27 10:13:00,enter,two_seat,20s,F,NULL,dine-in
1767,2025-04-27 10:59:00,stay,two_seat,20s,F,92,dine-in
1767,2025-04-27 11:45:00,exit,two_seat,20s,F,92,dine-in
1768,2025-04-27 11:42:00,enter,two_seat,50s,F,NULL,dine-in
1768,2025-04-27 11:42:00,wait,two_seat,50s,F,NULL,dine-in
1769,2025-04-27 10:56:00,enter,NULL,30s,M,7,takeout
1769,2025-04-27 11:03:00,exit,NULL,30s,M,7,takeout
1770,2025-04-27 12:18:00,enter,NULL,60+,F,2,takeout
1770,2025-04-27 12:20:00,exit,NULL,60+,F,2,takeout
1771,2025-04-27 18:02:00,enter,four_seat,30s,F,NULL,dine-in
1771,2025-04-27 18:02:00,wait,four_seat,30s,F,NULL,dine-in
1772,2025-04-27 16:04:00,enter,NULL,20s,M,8,takeout
1772,2025-04-27 16:12:00,exit,NULL,20s,M,8,takeout
1773,2025-04-27 09:48:00,enter,four_seat,60+,M,NULL,dine-in
1773,2025-04-27 10:00:00,stay,four_seat,60+,M,25,dine-in
1773,2025-04-27 10:13:00,exit,four_seat,60+,M,25,dine-in
1774,2025-04-27 10:19:00,enter,two_seat,50s,M,NULL,dine-in
1774,2025-04-27 11:12:00,stay,two_seat,50s,M,107,dine-in
1774,2025-04-27 12:06:00,exit,two_seat,50s,M,107,dine-in
1775,2025-04-27 14:04:00,enter,four_seat,30s,M,NULL,dine-in
1775,2025-04-27 14:04:00,wait,four_seat,30s,M,NULL,dine-in
1776,2025-04-27 17:15:00,enter,four_seat,20s,F,NULL,dine-in
1776,2025-04-27 17:15:00,wait,four_seat,20s,F,NULL,dine-in
1777,2025-04-27 18:49:00,enter,NULL,20s,M,3,takeout
1777,2025-04-27 18:52:00,exit,NULL,20s,M,3,takeout
1778,2025-04-27 19:51:00,enter,four_seat,50s,M,NULL,dine-in
1778,2025-04-27 19:51:00,wait,four_seat,50s,M,NULL,dine-in
1779,2025-04-27 14:20:00,enter,four_seat,20s,F,NULL,dine-in
1779,2025-04-27 14:20:00,wait,four_seat,20s,F,NULL,dine-in
1780,2025-04-27 12:43:00,enter,NULL,40s,F,5,takeout
1780,2025-04-27 12:48:00,exit,NULL,40s,F,5,takeout
1781,2025-04-27 20:10:00,enter,NULL,50s,F,8,takeout
1781,2025-04-27 20:18:00,exit,NULL,50s,F,8,takeout
1782,2025-04-27 18:19:00,enter,two_seat,30s,M,NULL,dine-in
1782,2025-04-27 18:19:00,wait,two_seat,30s,M,NULL,dine-in
1783,2025-04-27 11:29:00,enter,NULL,50s,F,5,takeout
1783,2025-04-27 11:34:00,exit,NULL,50s,F,5,takeout
1784,2025-04-27 15:35:00,enter,four_seat,20s,M,NULL,dine-in
1784,2025-04-27 15:57:00,stay,four_seat,20s,M,44,dine-in
1784,2025-04-27 16:19:00,exit,four_seat,20s,M,44,dine-in
1785,2025-04-27 18:48:00,enter,four_seat,teen,F,NULL,dine-in
1785,2025-04-27 18:48:00,wait,four_seat,teen,F,NULL,dine-in
1786,2025-04-27 12:46:00,enter,four_seat,20s,M,NULL,dine-in
1786,2025-04-27 12:54:00,stay,four_seat,20s,M,16,dine-in
1786,2025-04-27 13:02:00,exit,four_seat,20s,M,16,dine-in
1787,2025-04-27 17:05:00,enter,NULL,20s,F,5,takeout
1787,2025-04-27 17:10:00,exit,NULL,20s,F,5,takeout
1788,2025-04-27 12:23:00,enter,two_seat,30s,M,NULL,dine-in
1788,2025-04-27 12:23:00,wait,two_seat,30s,M,NULL,dine-in
1789,2025-04-27 15:23:00,enter,four_seat,20s,F,NULL,dine-in
1789,2025-04-27 15:32:00,stay,four_seat,20s,F,18,dine-in
1789,2025-04-27 15:41:00,exit,four_seat,20s,F,18,dine-in
1790,2025-04-27 16:17:00,enter,NULL,40s,F,5,takeout
1790,2025-04-27 16:22:00,exit,NULL,40s,F,5,takeout
1791,2025-04-27 19:42:00,enter,four_seat,20s,M,NULL,dine-in
1791,2025-04-27 19:42:00,wait,four_seat,20s,M,NULL,dine-in
1792,2025-04-27 09:10:00,enter,four_seat,50s,F,NULL,dine-in
1792,2025-04-27 09:27:00,stay,four_seat,50s,F,35,dine-in
1792,2025-04-27 09:45:00,exit,four_seat,50s,F,35,dine-in
1793,2025-04-27 13:51:00,enter,NULL,teen,F,2,takeout
1793,2025-04-27 13:53:00,exit,NULL,teen,F,2,takeout
1794,2025-04-27 12:56:00,enter,NULL,30s,M,8,takeout
1794,2025-04-27 13:04:00,exit,NULL,30s,M,8,takeout
1795,2025-04-27 12:44:00,enter,four_seat,50s,M,NULL,dine-in
1795,2025-04-27 12:44:00,wait,four_seat,50s,M,NULL,dine-in
1796,2025-04-27 14:42:00,enter,two_seat,teen,F,NULL,dine-in
1796,2025-04-27 15:01:00,stay,two_seat,teen,F,39,dine-in
1796,2025-04-27 15:21:00,exit,two_seat,teen,F,39,dine-in
1797,2025-04-27 10:19:00,enter,two_seat,teen,M,NULL,dine-in
1797,2025-04-27 10:19:00,wait,two_seat,teen,M,NULL,dine-in
1798,2025-04-27 14:40:00,enter,two_seat,20s,F,NULL,dine-in
1798,2025-04-27 14:40:00,wait,two_seat,20s,F,NULL,dine-in
1799,2025-04-27 14:32:00,enter,two_seat,60+,F,NULL,dine-in
1799,2025-04-27 14:32:00,wait,two_seat,60+,F,NULL,dine-in
1800,2025-04-27 12:55:00,enter,two_seat,40s,M,NULL,dine-in
1800,2025-04-27 12:55:00,wait,two_seat,40s,M,NULL,dine-in
1801,2025-04-27 18:26:00,enter,four_seat,20s,M,NULL,dine-in
1801,2025-04-27 18:26:00,wait,four_seat,20s,M,NULL,dine-in
1802,2025-04-28 19:36:00,enter,two_seat,50s,F,NULL,dine-in
1802,2025-04-28 19:51:00,stay,two_seat,50s,F,31,dine-in
1802,2025-04-28 20:07:00,exit,two_seat,50s,F,31,dine-in
1803,2025-04-28 16:16:00,enter,two_seat,30s,F,NULL,dine-in
1803,2025-04-28 17:00:00,stay,two_seat,30s,F,89,dine-in
1803,2025-04-28 17:45:00,exit,two_seat,30s,F,89,dine-in
1804,2025-04-28 12:29:00,enter,four_seat,50s,F,NULL,dine-in
1804,2025-04-28 13:10:00,stay,four_seat,50s,F,82,dine-in
1804,2025-04-28 13:51:00,exit,four_seat,50s,F,82,dine-in
1805,2025-04-28 15:16:00,enter,two_seat,30s,M,NULL,dine-in
1805,2025-04-28 15:16:00,wait,two_seat,30s,M,NULL,dine-in
1806,2025-04-28 17:04:00,enter,NULL,30s,M,6,takeout
1806,2025-04-28 17:10:00,exit,NULL,30s,M,6,takeout
1807,2025-04-28 16:41:00,enter,four_seat,60+,M,NULL,dine-in
1807,2025-04-28 17:41:00,stay,four_seat,60+,M,120,dine-in
1807,2025-04-28 18:41:00,exit,four_seat,60+,M,120,dine-in
1808,2025-04-28 14:24:00,enter,four_seat,30s,M,NULL,dine-in
